"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Age Adjusted Rate	% of Total Deaths
	"Philadelphia County, PA"	"42101"	"2011"	"2011"	445	1536471	29.0	29.5	1.2%
	"Philadelphia County, PA"	"42101"	"2012"	"2012"	480	1547607	31.0	31.6	1.3%
	"Philadelphia County, PA"	"42101"	"2013"	"2013"	416	1553165	26.8	26.7	1.1%
	"Philadelphia County, PA"	"42101"	"2014"	"2014"	527	1560297	33.8	34.0	1.4%
	"Philadelphia County, PA"	"42101"	"2015"	"2015"	581	1567442	37.1	36.9	1.6%
	"Philadelphia County, PA"	"42101"	"2016"	"2016"	751	1567872	47.9	47.9	2.0%
	"Pike County, PA"	"42103"	"1999"	"1999"	Suppressed	45063	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2000"	"2000"	Suppressed	46302	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2001"	"2001"	Suppressed	47594	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2002"	"2002"	Suppressed	49063	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2003"	"2003"	Suppressed	50837	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2004"	"2004"	Suppressed	52293	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2005"	"2005"	Suppressed	54000	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2006"	"2006"	Suppressed	55601	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2007"	"2007"	Suppressed	56627	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2008"	"2008"	10	57739	Unreliable	Unreliable	0.0%
	"Pike County, PA"	"42103"	"2009"	"2009"	Suppressed	57671	Suppressed	Suppressed	Suppressed
	"Pike County, PA"	"42103"	"2010"	"2010"	18	57369	Unreliable	Unreliable	0.0%
	"Pike County, PA"	"42103"	"2011"	"2011"	12	56852	Unreliable	Unreliable	0.0%
	"Pike County, PA"	"42103"	"2012"	"2012"	11	56899	Unreliable	Unreliable	0.0%
	"Pike County, PA"	"42103"	"2013"	"2013"	11	56591	Unreliable	Unreliable	0.0%
	"Pike County, PA"	"42103"	"2014"	"2014"	10	56191	Unreliable	Unreliable	0.0%
	"Pike County, PA"	"42103"	"2015"	"2015"	16	55949	Unreliable	Unreliable	0.0%
	"Pike County, PA"	"42103"	"2016"	"2016"	19	55562	Unreliable	Unreliable	0.1%
	"Potter County, PA"	"42105"	"1999"	"1999"	Suppressed	17829	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2000"	"2000"	Suppressed	18080	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2001"	"2001"	Suppressed	18146	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2002"	"2002"	Suppressed	18273	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2003"	"2003"	Suppressed	18168	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2004"	"2004"	Suppressed	18067	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2005"	"2005"	Suppressed	17914	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2006"	"2006"	Suppressed	17944	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2007"	"2007"	Suppressed	17659	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2008"	"2008"	Suppressed	17464	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2009"	"2009"	Suppressed	17382	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2010"	"2010"	Suppressed	17457	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2011"	"2011"	Suppressed	17453	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2012"	"2012"	Suppressed	17577	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2013"	"2013"	Suppressed	17497	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2014"	"2014"	Suppressed	17206	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2015"	"2015"	Suppressed	17093	Suppressed	Suppressed	Suppressed
	"Potter County, PA"	"42105"	"2016"	"2016"	Suppressed	16885	Suppressed	Suppressed	Suppressed
	"Schuylkill County, PA"	"42107"	"1999"	"1999"	11	151021	Unreliable	Unreliable	0.0%
	"Schuylkill County, PA"	"42107"	"2000"	"2000"	10	150336	Unreliable	Unreliable	0.0%
	"Schuylkill County, PA"	"42107"	"2001"	"2001"	12	149175	Unreliable	Unreliable	0.0%
	"Schuylkill County, PA"	"42107"	"2002"	"2002"	15	148705	Unreliable	Unreliable	0.0%
	"Schuylkill County, PA"	"42107"	"2003"	"2003"	18	147792	Unreliable	Unreliable	0.0%
	"Schuylkill County, PA"	"42107"	"2004"	"2004"	24	147081	16.3	17.1	0.1%
	"Schuylkill County, PA"	"42107"	"2005"	"2005"	18	146976	Unreliable	Unreliable	0.0%
	"Schuylkill County, PA"	"42107"	"2006"	"2006"	29	148005	19.6	20.7	0.1%
	"Schuylkill County, PA"	"42107"	"2007"	"2007"	27	148387	18.2	19.4	0.1%
	"Schuylkill County, PA"	"42107"	"2008"	"2008"	17	148463	Unreliable	Unreliable	0.0%
	"Schuylkill County, PA"	"42107"	"2009"	"2009"	30	148358	20.2	20.0	0.1%
	"Schuylkill County, PA"	"42107"	"2010"	"2010"	27	148289	18.2	18.2	0.1%
	"Schuylkill County, PA"	"42107"	"2011"	"2011"	24	147513	16.3	17.0	0.1%
	"Schuylkill County, PA"	"42107"	"2012"	"2012"	39	147063	26.5	27.0	0.1%
	"Schuylkill County, PA"	"42107"	"2013"	"2013"	25	146920	17.0	18.1	0.1%
	"Schuylkill County, PA"	"42107"	"2014"	"2014"	27	145797	18.5	20.8	0.1%
	"Schuylkill County, PA"	"42107"	"2015"	"2015"	31	144590	21.4	22.4	0.1%
	"Schuylkill County, PA"	"42107"	"2016"	"2016"	65	143573	45.3	47.2	0.2%
	"Snyder County, PA"	"42109"	"1999"	"1999"	Suppressed	37571	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2000"	"2000"	Suppressed	37546	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2001"	"2001"	Suppressed	37955	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2002"	"2002"	Suppressed	38104	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2003"	"2003"	Suppressed	38319	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2004"	"2004"	Suppressed	38519	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2005"	"2005"	Suppressed	38448	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2006"	"2006"	Suppressed	38946	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2007"	"2007"	Suppressed	39295	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2008"	"2008"	Suppressed	39481	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2009"	"2009"	Suppressed	39550	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2010"	"2010"	Suppressed	39702	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2011"	"2011"	Suppressed	39819	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2012"	"2012"	Suppressed	39672	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2013"	"2013"	Suppressed	39865	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2014"	"2014"	Suppressed	40323	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2015"	"2015"	Suppressed	40444	Suppressed	Suppressed	Suppressed
	"Snyder County, PA"	"42109"	"2016"	"2016"	Suppressed	40468	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"1999"	"1999"	Suppressed	80127	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2000"	"2000"	Suppressed	80023	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2001"	"2001"	Suppressed	79523	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2002"	"2002"	Suppressed	79621	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2003"	"2003"	12	79754	Unreliable	Unreliable	0.0%
	"Somerset County, PA"	"42111"	"2004"	"2004"	Suppressed	79402	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2005"	"2005"	Suppressed	79015	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2006"	"2006"	Suppressed	78834	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2007"	"2007"	Suppressed	78490	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2008"	"2008"	Suppressed	78120	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2009"	"2009"	10	78025	Unreliable	Unreliable	0.0%
	"Somerset County, PA"	"42111"	"2010"	"2010"	14	77742	Unreliable	Unreliable	0.0%
	"Somerset County, PA"	"42111"	"2011"	"2011"	Suppressed	77405	Suppressed	Suppressed	Suppressed
	"Somerset County, PA"	"42111"	"2012"	"2012"	13	76957	Unreliable	Unreliable	0.0%
	"Somerset County, PA"	"42111"	"2013"	"2013"	12	76520	Unreliable	Unreliable	0.0%
	"Somerset County, PA"	"42111"	"2014"	"2014"	18	76218	Unreliable	Unreliable	0.0%
	"Somerset County, PA"	"42111"	"2015"	"2015"	21	75522	27.8	29.3	0.1%
	"Somerset County, PA"	"42111"	"2016"	"2016"	28	75061	37.3	42.6	0.1%
	"Sullivan County, PA"	"42113"	"1999"	"1999"	Suppressed	6485	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2000"	"2000"	Suppressed	6556	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2001"	"2001"	Suppressed	6625	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2002"	"2002"	Suppressed	6592	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2003"	"2003"	Suppressed	6574	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2004"	"2004"	Suppressed	6554	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2005"	"2005"	Suppressed	6513	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2006"	"2006"	Suppressed	6487	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2007"	"2007"	Suppressed	6525	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2008"	"2008"	Suppressed	6462	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2009"	"2009"	Suppressed	6449	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2010"	"2010"	Suppressed	6428	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2011"	"2011"	Suppressed	6479	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2012"	"2012"	Suppressed	6461	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2013"	"2013"	Suppressed	6351	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2014"	"2014"	Suppressed	6339	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2015"	"2015"	Suppressed	6328	Suppressed	Suppressed	Suppressed
	"Sullivan County, PA"	"42113"	"2016"	"2016"	Suppressed	6137	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"1999"	"1999"	Suppressed	42165	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2000"	"2000"	Suppressed	42238	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2001"	"2001"	Suppressed	42483	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2002"	"2002"	Suppressed	42410	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2003"	"2003"	Suppressed	42685	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2004"	"2004"	Suppressed	42930	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2005"	"2005"	Suppressed	43219	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2006"	"2006"	Suppressed	43376	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2007"	"2007"	Suppressed	43310	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2008"	"2008"	Suppressed	43405	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2009"	"2009"	Suppressed	43346	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2010"	"2010"	Suppressed	43356	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2011"	"2011"	Suppressed	43192	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2012"	"2012"	Suppressed	42696	Suppressed	Suppressed	Suppressed
	"Susquehanna County, PA"	"42115"	"2013"	"2013"	13	42286	Unreliable	Unreliable	0.0%
	"Susquehanna County, PA"	"42115"	"2014"	"2014"	17	41920	Unreliable	Unreliable	0.0%
	"Susquehanna County, PA"	"42115"	"2015"	"2015"	10	41666	Unreliable	Unreliable	0.0%
	"Susquehanna County, PA"	"42115"	"2016"	"2016"	14	40862	Unreliable	Unreliable	0.0%
	"Tioga County, PA"	"42117"	"1999"	"1999"	Suppressed	41454	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2000"	"2000"	Suppressed	41373	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2001"	"2001"	Suppressed	41496	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2002"	"2002"	Suppressed	41638	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2003"	"2003"	Suppressed	41676	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2004"	"2004"	Suppressed	41724	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2005"	"2005"	Suppressed	41579	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2006"	"2006"	Suppressed	41347	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2007"	"2007"	Suppressed	41371	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2008"	"2008"	Suppressed	41609	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2009"	"2009"	Suppressed	41818	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2010"	"2010"	Suppressed	41981	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2011"	"2011"	Suppressed	42419	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2012"	"2012"	Suppressed	42577	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2013"	"2013"	Suppressed	42463	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2014"	"2014"	Suppressed	42274	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2015"	"2015"	Suppressed	41877	Suppressed	Suppressed	Suppressed
	"Tioga County, PA"	"42117"	"2016"	"2016"	Suppressed	41467	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"1999"	"1999"	Suppressed	41531	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2000"	"2000"	Suppressed	41624	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2001"	"2001"	Suppressed	42098	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2002"	"2002"	Suppressed	42372	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2003"	"2003"	Suppressed	42622	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2004"	"2004"	Suppressed	43287	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2005"	"2005"	Suppressed	43690	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2006"	"2006"	Suppressed	44666	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2007"	"2007"	Suppressed	44846	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2008"	"2008"	Suppressed	45057	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2009"	"2009"	Suppressed	44795	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2010"	"2010"	Suppressed	44947	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2011"	"2011"	Suppressed	44847	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2012"	"2012"	Suppressed	44952	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2013"	"2013"	Suppressed	44867	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2014"	"2014"	Suppressed	44874	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2015"	"2015"	Suppressed	44954	Suppressed	Suppressed	Suppressed
	"Union County, PA"	"42119"	"2016"	"2016"	Suppressed	45565	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"1999"	"1999"	Suppressed	57851	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2000"	"2000"	Suppressed	57565	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2001"	"2001"	Suppressed	57091	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2002"	"2002"	Suppressed	56789	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2003"	"2003"	Suppressed	56590	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2004"	"2004"	14	56196	Unreliable	Unreliable	0.0%
	"Venango County, PA"	"42121"	"2005"	"2005"	Suppressed	56016	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2006"	"2006"	13	55761	Unreliable	Unreliable	0.0%
	"Venango County, PA"	"42121"	"2007"	"2007"	Suppressed	55510	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2008"	"2008"	Suppressed	55315	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2009"	"2009"	Suppressed	55087	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2010"	"2010"	Suppressed	54984	Suppressed	Suppressed	Suppressed
	"Venango County, PA"	"42121"	"2011"	"2011"	14	54683	Unreliable	Unreliable	0.0%
	"Venango County, PA"	"42121"	"2012"	"2012"	10	54272	Unreliable	Unreliable	0.0%
	"Venango County, PA"	"42121"	"2013"	"2013"	12	53907	Unreliable	Unreliable	0.0%
	"Venango County, PA"	"42121"	"2014"	"2014"	12	53529	Unreliable	Unreliable	0.0%
	"Venango County, PA"	"42121"	"2015"	"2015"	12	53119	Unreliable	Unreliable	0.0%
	"Venango County, PA"	"42121"	"2016"	"2016"	13	52582	Unreliable	Unreliable	0.0%
	"Warren County, PA"	"42123"	"1999"	"1999"	Suppressed	44064	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2000"	"2000"	Suppressed	43863	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2001"	"2001"	Suppressed	43562	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2002"	"2002"	Suppressed	43184	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2003"	"2003"	Suppressed	42896	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2004"	"2004"	Suppressed	42667	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2005"	"2005"	Suppressed	42218	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2006"	"2006"	Suppressed	41972	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2007"	"2007"	Suppressed	41963	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2008"	"2008"	Suppressed	41853	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2009"	"2009"	Suppressed	41831	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2010"	"2010"	Suppressed	41815	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2011"	"2011"	Suppressed	41441	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2012"	"2012"	Suppressed	41146	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2013"	"2013"	Suppressed	40885	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2014"	"2014"	Suppressed	40703	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2015"	"2015"	Suppressed	40396	Suppressed	Suppressed	Suppressed
	"Warren County, PA"	"42123"	"2016"	"2016"	Suppressed	40025	Suppressed	Suppressed	Suppressed
	"Washington County, PA"	"42125"	"1999"	"1999"	10	203078	Unreliable	Unreliable	0.0%
	"Washington County, PA"	"42125"	"2000"	"2000"	Suppressed	202897	Suppressed	Suppressed	Suppressed
	"Washington County, PA"	"42125"	"2001"	"2001"	10	203179	Unreliable	Unreliable	0.0%
	"Washington County, PA"	"42125"	"2002"	"2002"	23	203104	11.3	11.7	0.1%
	"Washington County, PA"	"42125"	"2003"	"2003"	27	203859	13.2	14.3	0.1%
	"Washington County, PA"	"42125"	"2004"	"2004"	32	204090	15.7	17.5	0.1%
	"Washington County, PA"	"42125"	"2005"	"2005"	21	205359	10.2	10.8	0.1%
	"Washington County, PA"	"42125"	"2006"	"2006"	22	205992	10.7	10.4	0.1%
	"Washington County, PA"	"42125"	"2007"	"2007"	23	206259	11.2	11.7	0.1%
	"Washington County, PA"	"42125"	"2008"	"2008"	21	207240	10.1	11.2	0.1%
	"Washington County, PA"	"42125"	"2009"	"2009"	17	207571	Unreliable	Unreliable	0.0%
	"Washington County, PA"	"42125"	"2010"	"2010"	41	207820	19.7	22.2	0.1%
	"Washington County, PA"	"42125"	"2011"	"2011"	40	208282	19.2	21.2	0.1%
	"Washington County, PA"	"42125"	"2012"	"2012"	35	208716	16.8	18.8	0.1%
	"Washington County, PA"	"42125"	"2013"	"2013"	58	208206	27.9	30.2	0.2%
	"Washington County, PA"	"42125"	"2014"	"2014"	42	208187	20.2	21.6	0.1%
	"Washington County, PA"	"42125"	"2015"	"2015"	72	208261	34.6	38.2	0.2%
	"Washington County, PA"	"42125"	"2016"	"2016"	110	207981	52.9	61.3	0.3%
	"Wayne County, PA"	"42127"	"1999"	"1999"	Suppressed	47133	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2000"	"2000"	Suppressed	47722	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2001"	"2001"	Suppressed	47994	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2002"	"2002"	Suppressed	48330	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2003"	"2003"	Suppressed	48938	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2004"	"2004"	11	49423	Unreliable	Unreliable	0.0%
	"Wayne County, PA"	"42127"	"2005"	"2005"	Suppressed	50409	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2006"	"2006"	Suppressed	52031	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2007"	"2007"	Suppressed	52341	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2008"	"2008"	Suppressed	51692	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2009"	"2009"	Suppressed	52552	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2010"	"2010"	Suppressed	52822	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2011"	"2011"	Suppressed	53004	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2012"	"2012"	13	51955	Unreliable	Unreliable	0.0%
	"Wayne County, PA"	"42127"	"2013"	"2013"	Suppressed	51548	Suppressed	Suppressed	Suppressed
	"Wayne County, PA"	"42127"	"2014"	"2014"	14	51401	Unreliable	Unreliable	0.0%
	"Wayne County, PA"	"42127"	"2015"	"2015"	16	51198	Unreliable	Unreliable	0.0%
	"Wayne County, PA"	"42127"	"2016"	"2016"	16	50710	Unreliable	Unreliable	0.0%
	"Westmoreland County, PA"	"42129"	"1999"	"1999"	12	371248	Unreliable	Unreliable	0.0%
	"Westmoreland County, PA"	"42129"	"2000"	"2000"	12	369993	Unreliable	Unreliable	0.0%
	"Westmoreland County, PA"	"42129"	"2001"	"2001"	16	368698	Unreliable	Unreliable	0.0%
	"Westmoreland County, PA"	"42129"	"2002"	"2002"	27	367680	7.3	8.0	0.1%
	"Westmoreland County, PA"	"42129"	"2003"	"2003"	41	367836	11.1	11.4	0.1%
	"Westmoreland County, PA"	"42129"	"2004"	"2004"	36	367281	9.8	10.7	0.1%
	"Westmoreland County, PA"	"42129"	"2005"	"2005"	48	366946	13.1	14.1	0.1%
	"Westmoreland County, PA"	"42129"	"2006"	"2006"	50	366559	13.6	14.9	0.1%
	"Westmoreland County, PA"	"42129"	"2007"	"2007"	55	366318	15.0	15.6	0.1%
	"Westmoreland County, PA"	"42129"	"2008"	"2008"	58	366058	15.8	16.9	0.2%
	"Westmoreland County, PA"	"42129"	"2009"	"2009"	68	365259	18.6	18.7	0.2%
	"Westmoreland County, PA"	"42129"	"2010"	"2010"	66	365169	18.1	19.7	0.2%
	"Westmoreland County, PA"	"42129"	"2011"	"2011"	79	364471	21.7	20.6	0.2%
	"Westmoreland County, PA"	"42129"	"2012"	"2012"	106	363395	29.2	31.4	0.3%
	"Westmoreland County, PA"	"42129"	"2013"	"2013"	104	362437	28.7	29.5	0.3%
	"Westmoreland County, PA"	"42129"	"2014"	"2014"	104	359320	28.9	31.5	0.3%
	"Westmoreland County, PA"	"42129"	"2015"	"2015"	139	357956	38.8	45.1	0.4%
	"Westmoreland County, PA"	"42129"	"2016"	"2016"	209	355458	58.8	66.7	0.6%
	"Wyoming County, PA"	"42131"	"1999"	"1999"	Suppressed	28268	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2000"	"2000"	Suppressed	28080	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2001"	"2001"	Suppressed	28119	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2002"	"2002"	Suppressed	28011	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2003"	"2003"	Suppressed	28074	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2004"	"2004"	Suppressed	28195	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2005"	"2005"	Suppressed	28160	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2006"	"2006"	Suppressed	28194	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2007"	"2007"	Suppressed	28287	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2008"	"2008"	Suppressed	28294	Suppressed	Suppressed	Suppressed
	"Wyoming County, PA"	"42131"	"2009"	"2009"	Suppressed	28268	Suppressed	Suppressed	Suppressed
