link,name
http://whopayswriters.com/#/publication/diffords-guide,Difford's Guide
http://whopayswriters.com/#/publication/dig-boston,Dig Boston
http://whopayswriters.com/#/publication/dirt-rag-magazine,Dirt Rag Magazine
http://whopayswriters.com/#/publication/dirt-rag-magazine,Dirt Rag Magazine
http://whopayswriters.com/#/publication/discover,Discover
http://whopayswriters.com/#/publication/disfunkshion-magazine,Disfunkshion Magazine
http://whopayswriters.com/#/publication/distinctly-montana,Distinctly Montana
http://whopayswriters.com/#/publication/diva,Diva
http://whopayswriters.com/#/publication/diy-magazine,Diy Magazine
http://whopayswriters.com/#/publication/dj-tech-tools,Dj Tech Tools
http://whopayswriters.com/#/publication/dnainfocom,Dnainfo.com
http://whopayswriters.com/#/publication/documented,Documented
http://whopayswriters.com/#/publication/dogstercom,Dogster.com
http://whopayswriters.com/#/publication/domino,Domino
http://whopayswriters.com/#/publication/domus-europe,Domus (europe)
http://whopayswriters.com/#/publication/dorado,Dorado
http://whopayswriters.com/#/publication/downtown-neighbors,Downtown Neighbors
http://whopayswriters.com/#/publication/draft-magazine,Draft Magazine
http://whopayswriters.com/#/publication/dreamchrono,Dreamchrono
http://whopayswriters.com/#/publication/dujour,Dujour
http://whopayswriters.com/#/publication/dumpling-magazine,Dumpling Magazine
http://whopayswriters.com/#/publication/dungeon--dragons-magazine-wizards-of-the-coast,"Dungeon & Dragons Magazine (""wizards Of The Coast"")"
http://whopayswriters.com/#/publication/dwell,Dwell
http://whopayswriters.com/#/publication/earth-island-journal,Earth Island Journal
http://whopayswriters.com/#/publication/east-bay-express,East Bay Express
http://whopayswriters.com/#/publication/eater,Eater
http://whopayswriters.com/#/publication/eater-atlanta,Eater Atlanta
http://whopayswriters.com/#/publication/eating-well,Eating Well
http://whopayswriters.com/#/publication/ebony,Ebony
http://whopayswriters.com/#/publication/ecowatch,Ecowatch
http://whopayswriters.com/#/publication/edible-dc,Edible D.c.
http://whopayswriters.com/#/publication/efniks,Efniks
http://whopayswriters.com/#/publication/el-espaol,El Español
http://whopayswriters.com/#/publication/el-pais,El Pais
http://whopayswriters.com/#/publication/el-universo,El Universo
http://whopayswriters.com/#/publication/electric-literature,Electric Literature
http://whopayswriters.com/#/publication/electronic-sound,Electronic Sound
http://whopayswriters.com/#/publication/elephant,Elephant
http://whopayswriters.com/#/publication/elle,Elle
http://whopayswriters.com/#/publication/emusic,Emusic
http://whopayswriters.com/#/publication/endless-vacation,Endless Vacation
http://whopayswriters.com/#/publication/engadget,Engadget
http://whopayswriters.com/#/publication/entrepreneur-magazine,Entrepreneur Magazine
http://whopayswriters.com/#/publication/equality-for-her,Equality For Her
http://whopayswriters.com/#/publication/erosion-control-magazine,Erosion Control Magazine
http://whopayswriters.com/#/publication/esglobal,Esglobal
http://whopayswriters.com/#/publication/esme,Esme
http://whopayswriters.com/#/publication/espn-esports,Espn Esports
http://whopayswriters.com/#/publication/espn-the-magazine,Espn The Magazine
http://whopayswriters.com/#/publication/esquire,Esquire
http://whopayswriters.com/#/publication/esquire-online,Esquire (online)
http://whopayswriters.com/#/publication/event,Event
http://whopayswriters.com/#/publication/everfest,Everfest
http://whopayswriters.com/#/publication/everyday-feminism,Everyday Feminism
http://whopayswriters.com/#/publication/excelle-sports,Excelle Sports
http://whopayswriters.com/#/publication/exclaim,Exclaim
http://whopayswriters.com/#/publication/exeunt-magazine,Exeunt Magazine
http://whopayswriters.com/#/publication/experience-life,Experience Life
http://whopayswriters.com/#/publication/extra-crispy,Extra Crispy
http://whopayswriters.com/#/publication/fact-magazine,Fact Magazine
http://whopayswriters.com/#/publication/family-circle,Family Circle
http://whopayswriters.com/#/publication/family-fun-canada,Family Fun Canada
http://whopayswriters.com/#/publication/fanbread,Fanbread
http://whopayswriters.com/#/publication/fansided,Fansided
http://whopayswriters.com/#/publication/far-and-wide,Far And Wide
http://whopayswriters.com/#/publication/fashion-unfiltered,Fashion Unfiltered
http://whopayswriters.com/#/publication/fashionista,Fashionista
http://whopayswriters.com/#/publication/fast-company,Fast Company
http://whopayswriters.com/#/publication/fastcompanycom,Fastcompany.com
http://whopayswriters.com/#/publication/fatherly,Fatherly
http://whopayswriters.com/#/publication/feedsyndicate,Feedsyndicate
http://whopayswriters.com/#/publication/femsplain,Femsplain
http://whopayswriters.com/#/publication/fender,Fender
http://whopayswriters.com/#/publication/fierce-by-mit,Fierce By Mitú
http://whopayswriters.com/#/publication/fiftyisthenewfiftycom,Fiftyisthenewfifty.com
http://whopayswriters.com/#/publication/fightland,Fightland
http://whopayswriters.com/#/publication/film-comment,Film Comment
http://whopayswriters.com/#/publication/film-school-rejects,Film School Rejects
http://whopayswriters.com/#/publication/financial-post,Financial Post
http://whopayswriters.com/#/publication/fine-gardening,Fine Gardening
http://whopayswriters.com/#/publication/fitness,Fitness
http://whopayswriters.com/#/publication/fivethirtyeight,Fivethirtyeight
http://whopayswriters.com/#/publication/flamingo,Flamingo
http://whopayswriters.com/#/publication/flare,Flare
http://whopayswriters.com/#/publication/flash-art,Flash Art
http://whopayswriters.com/#/publication/flaunt-magazine,Flaunt Magazine
http://whopayswriters.com/#/publication/flood-magazine,Flood Magazine
http://whopayswriters.com/#/publication/fluentu,Fluentu
http://whopayswriters.com/#/publication/focus-middle-tennessee,Focus Middle Tennessee
http://whopayswriters.com/#/publication/fodors,Fodor's
http://whopayswriters.com/#/publication/folks,Folks
http://whopayswriters.com/#/publication/food-52,Food 52
http://whopayswriters.com/#/publication/food-republic,Food Republic
http://whopayswriters.com/#/publication/foodbeast,Foodbeast
http://whopayswriters.com/#/publication/for-her-by-aleteia,For Her By Aleteia
http://whopayswriters.com/#/publication/forbes,Forbes
http://whopayswriters.com/#/publication/foreign-policy,Foreign Policy
http://whopayswriters.com/#/publication/forge-literary-magazine,Forge Literary Magazine
http://whopayswriters.com/#/publication/fortunecom,Fortune.com
http://whopayswriters.com/#/publication/foss-force,Foss Force
http://whopayswriters.com/#/publication/fox-news--travel,Fox News - Travel
http://whopayswriters.com/#/publication/free-speech-radio-news,Free Speech Radio News
http://whopayswriters.com/#/publication/freedom-with-writing,Freedom With Writing
http://whopayswriters.com/#/publication/freelance-writing-ezine,Freelance Writing (Ezine)
http://whopayswriters.com/#/publication/freemuseorgglobal-voices,Freemuse.org/global Voices
http://whopayswriters.com/#/publication/frieze,Frieze
http://whopayswriters.com/#/publication/fugue,Fugue
http://whopayswriters.com/#/publication/full-stop,Full Stop
http://whopayswriters.com/#/publication/funny-times,Funny Times
http://whopayswriters.com/#/publication/fusetv,Fuse.tv
http://whopayswriters.com/#/publication/fusion,Fusion
http://whopayswriters.com/#/publication/galore,Galore
http://whopayswriters.com/#/publication/gamut,Gamut
http://whopayswriters.com/#/publication/garage-vice,Garage (Vice)
http://whopayswriters.com/#/publication/gawker,Gawker
http://whopayswriters.com/#/publication/geek--sundry,Geek & Sundry
http://whopayswriters.com/#/publication/geist-magazine,Geist Magazine
http://whopayswriters.com/#/publication/getabstract,Getabstract
http://whopayswriters.com/#/publication/girlboss,Girlboss
http://whopayswriters.com/#/publication/girls-life,Girls' Life
http://whopayswriters.com/#/publication/gizmodo,Gizmodo
http://whopayswriters.com/#/publication/glamour,Glamour
http://whopayswriters.com/#/publication/global-comment,Global Comment
http://whopayswriters.com/#/publication/global-community-news,Global Community News
http://whopayswriters.com/#/publication/global-post,Global Post
http://whopayswriters.com/#/publication/globalo,Globalo
http://whopayswriters.com/#/publication/globein-blog,Globein Blog
http://whopayswriters.com/#/publication/gloholiday,Gloholiday
http://whopayswriters.com/#/publication/gluten-free-living,Gluten Free Living
http://whopayswriters.com/#/publication/gnome-magazine,Gnome Magazine
http://whopayswriters.com/#/publication/go-world-travel,Go World Travel
http://whopayswriters.com/#/publication/good-housekeeping,Good Housekeeping
http://whopayswriters.com/#/publication/good-magazine,Good Magazine
http://whopayswriters.com/#/publication/good-magazine-project-literacy-series,"Good Magazine, Project Literacy Series"
http://whopayswriters.com/#/publication/gothamist,Gothamist
http://whopayswriters.com/#/publication/gq,Gq
http://whopayswriters.com/#/publication/gradesaver,Gradesaver
http://whopayswriters.com/#/publication/gradient,Gradient
http://whopayswriters.com/#/publication/grammarly-blog,Grammarly Blog
http://whopayswriters.com/#/publication/granta,Granta
http://whopayswriters.com/#/publication/grantland,Grantland
http://whopayswriters.com/#/publication/greatist,Greatist
http://whopayswriters.com/#/publication/green-parent,Green Parent
http://whopayswriters.com/#/publication/greentech-media,Greentech Media
http://whopayswriters.com/#/publication/grist,Grist
http://whopayswriters.com/#/publication/groknation,Groknation
http://whopayswriters.com/#/publication/guardian-labs,Guardian Labs
http://whopayswriters.com/#/publication/guernica,Guernica
http://whopayswriters.com/#/publication/guidepostsorg,Guideposts.org
http://whopayswriters.com/#/publication/gulf-coast-magazine,Gulf Coast Magazine
http://whopayswriters.com/#/publication/guts-canadian-feminist-magazine,Guts Canadian Feminist Magazine
http://whopayswriters.com/#/publication/hakai-magazine,Hakai Magazine
http://whopayswriters.com/#/publication/happenmagcom,Happenmag.com
http://whopayswriters.com/#/publication/hardcore-gaming-101,Hardcore Gaming 101
http://whopayswriters.com/#/publication/harlem-bee,Harlem Bee
http://whopayswriters.com/#/publication/harpers,Harper's
http://whopayswriters.com/#/publication/hartford-courant,Hartford Courant
http://whopayswriters.com/#/publication/harvard-magazine,Harvard Magazine
http://whopayswriters.com/#/publication/hawaii-building-industry,Hawaii Building Industry
http://whopayswriters.com/#/publication/haydens-ferry-review,Hayden's Ferry Review
http://whopayswriters.com/#/publication/hazlitt,Hazlitt
http://whopayswriters.com/#/publication/headspace,Headspace
http://whopayswriters.com/#/publication/headstufforg,Headstuff.org
http://whopayswriters.com/#/publication/healing-lifestyles--spas,Healing Lifestyles & Spas
http://whopayswriters.com/#/publication/healio,Healio
http://whopayswriters.com/#/publication/healthline,Healthline
http://whopayswriters.com/#/publication/healthyplace,Healthyplace
http://whopayswriters.com/#/publication/healthyway,Healthyway
